time_s,ecg_adc
127.200000,274
127.204000,1776
127.208000,434
127.212000,4095
127.216000,3143
127.220000,2559
127.224000,2272
127.228000,1262
127.232000,955
127.236000,1262
127.240000,3296
127.244000,2030
127.248000,2814
127.252000,2302
127.256000,3844
127.260000,2303
127.264000,1033
127.268000,2303
127.272000,1035
127.276000,2303
127.280000,3091
127.284000,2559
127.288000,28
127.292000,2815
127.296000,1328
127.300000,3071
127.304000,3144
127.308000,3583
127.312000,2914
127.316000,4095
127.320000,2947
127.324000,511
127.328000,167
127.332000,1023
127.336000,4042
127.340000,1535
127.344000,232
127.348000,2047
127.352000,3338
127.356000,2304
127.360000,287
127.364000,2560
127.368000,3633
127.372000,2816
127.376000,825
127.380000,2816
127.384000,1854
127.388000,2816
127.392000,2879
127.396000,3072
127.400000,3142
127.404000,3072
127.408000,1857
127.412000,2816
127.416000,1086
127.420000,2816
127.424000,313
127.428000,2816
127.432000,1851
127.436000,2816
127.440000,2118
127.444000,3328
127.448000,2649
127.452000,3584
127.456000,1381
127.460000,3584
127.464000,3448
127.468000,0
127.472000,1933
127.476000,0
127.480000,3981
127.484000,0
127.488000,3967
127.492000,3840
127.496000,3698
127.500000,3584
127.504000,3925
127.508000,2816
127.512000,2839
127.516000,2032
127.520000,476
127.524000,1279
127.528000,3261
127.532000,1023
127.536000,175
127.540000,767
127.544000,4008
127.548000,767
127.552000,2725
127.556000,767
127.560000,2978
127.564000,767
127.568000,167
127.572000,767
127.576000,1963
127.580000,767
127.584000,3250
127.588000,1023
127.592000,1205
127.596000,1023
127.600000,1981
127.604000,1023
127.608000,3521
127.612000,1279
127.616000,1738
127.620000,1279
127.624000,2510
127.628000,1535
127.632000,4050
127.636000,1535
127.640000,3809
127.644000,2047
127.648000,2849
127.652000,3584
127.656000,3515
127.660000,2576
127.664000,3721
127.668000,1297
127.672000,1800
127.676000,2594
127.680000,839
127.684000,3106
127.688000,49
127.692000,2082
127.696000,4046
127.700000,3857
127.704000,2313
127.708000,257
127.712000,3630
127.716000,2032
127.720000,3811
127.724000,1535
127.728000,3773
127.732000,511
127.736000,615
127.740000,3071
127.744000,9
127.748000,1519
127.752000,1206
127.756000,750
127.760000,1721
127.764000,1262
127.768000,1506
127.772000,1774
127.776000,4082
127.780000,2030
127.784000,1788
127.788000,2030
127.792000,1788
127.796000,2030
127.800000,3842
127.804000,2303
127.808000,2316
127.812000,2559
127.816000,2841
127.820000,2815
127.824000,1328
127.828000,3071
127.832000,1357
127.836000,3583
127.840000,1130
127.844000,4095
127.848000,2958
127.852000,767
127.856000,3252
127.860000,1279
127.864000,3286
127.868000,1791
127.872000,2288
127.876000,2063
127.880000,3851
127.884000,2304
127.888000,543
127.892000,2560
127.896000,3890
127.900000,2816
127.904000,1588
127.908000,2560
127.912000,1836
127.916000,2560
127.920000,2354
127.924000,2816
127.928000,1583
127.932000,2560
127.936000,556
127.940000,2560
127.944000,556
127.948000,2560
127.952000,1578
127.956000,2560
127.960000,1588
127.964000,2816
127.968000,2889
127.972000,3328
127.976000,2651
127.980000,3584
127.984000,107
127.988000,3840
127.992000,1415
127.996000,0
128.000000,3469
128.004000,0
128.008000,3453
128.012000,3840
128.016000,624
128.020000,3584
128.024000,3163
128.028000,3072
128.032000,2597
128.036000,2048
128.040000,3547
128.044000,1279
128.048000,3255
128.052000,1023
128.056000,687
128.060000,767
128.064000,2213
128.068000,767
128.072000,667
128.076000,511
128.080000,2203
128.084000,767
128.088000,2720
128.092000,767
128.096000,165
128.100000,767
128.104000,1963
128.108000,767
128.112000,178
128.116000,1023
128.120000,1212
128.124000,1023
128.128000,2495
128.132000,1279
128.136000,3266
128.140000,1279
128.144000,711
128.148000,1279
128.152000,2511
128.156000,1535
128.160000,3801
128.164000,1791
128.168000,2306
128.172000,2816
128.176000,2685
128.180000,1536
128.184000,848
128.188000,529
128.192000,236
128.196000,2337
128.200000,3898
128.204000,3106
128.208000,2873
128.212000,2338
128.216000,223
128.220000,273
128.224000,54
128.228000,1025
128.232000,3422
128.236000,2304
128.240000,241
128.244000,1791
128.248000,2012
128.252000,1023
128.256000,1937
128.260000,3583
128.264000,301
128.268000,2031
128.272000,3008
128.276000,750
128.280000,3235
128.284000,1006
128.288000,1485
128.292000,1518
128.296000,1255
128.300000,1774
128.304000,1260
128.308000,1774
128.312000,2029
128.316000,1774
128.320000,3570
128.324000,2030
128.328000,3324
128.332000,2302
128.336000,1801
128.340000,2303
128.344000,2840
128.348000,2815
128.352000,816
128.356000,3071
128.360000,2639
128.364000,3839
128.368000,887
128.372000,255
128.376000,667
128.380000,767
128.384000,1212
128.388000,1279
128.392000,2526
128.396000,2047
128.400000,1285
128.404000,2048
128.408000,20
128.412000,2304
128.416000,545
128.420000,2560
128.424000,3889
128.428000,2816
128.432000,313
128.436000,2816
128.440000,311
128.444000,2816
128.448000,313
128.452000,2816
128.456000,3895
128.460000,2816
128.464000,2612
128.468000,2816
128.472000,2353
128.476000,2816
128.480000,2610
128.484000,2816
128.488000,308
128.492000,2816
128.496000,2115
128.500000,3328
128.504000,1625
128.508000,3328
128.512000,3432
128.516000,3840
128.520000,3970
128.524000,0
128.528000,393
128.532000,0
128.536000,1924
128.540000,3840
128.544000,2682
128.548000,3840
128.552000,2918
128.556000,3328
128.560000,571
128.564000,2304
128.568000,501
128.572000,1535
128.576000,1221
128.580000,1023
128.584000,1460
128.588000,767
128.592000,682
128.596000,767
128.600000,171
128.604000,767
128.608000,679
128.612000,767
128.616000,2219
128.620000,1023
128.624000,4018
128.628000,1023
128.632000,1980
128.636000,1023
128.640000,2751
128.644000,1279
128.648000,1991
128.652000,1279
128.656000,2769
128.660000,1535
128.664000,3794
128.668000,1535
128.672000,1753
128.676000,1535
128.680000,227
128.684000,1791
128.688000,494
128.692000,2047
128.696000,2837
128.700000,3072
128.704000,1933
128.708000,1536
128.712000,1373
128.716000,785
128.720000,3077
128.724000,2850
128.728000,2909
128.732000,3874
128.736000,2416
128.740000,3362
128.744000,298
128.748000,1554
128.752000,1168
128.756000,2321
128.760000,427
128.764000,3328
128.768000,1081
128.772000,2560
128.776000,1050
128.780000,1776
128.784000,3248
128.788000,4095
128.792000,1087
128.796000,2303
128.800000,2269
128.804000,1262
128.808000,955
128.812000,1262
128.816000,2786
128.820000,2030
128.824000,1273
128.828000,2030
128.832000,2815
128.836000,2302
128.840000,2562
128.844000,2303
128.848000,3842
128.852000,2303
128.856000,271
128.860000,2559
128.864000,289
128.868000,2815
128.872000,560
128.876000,3071
128.880000,3141
128.884000,3583
128.888000,2402
128.892000,4095
128.896000,132
128.900000,511
128.904000,167
128.908000,1023
128.912000,457
128.916000,1535
128.920000,233
128.924000,2047
128.928000,3851
128.932000,2304
128.936000,548
128.940000,2560
128.944000,3634
128.948000,2816
128.952000,827
128.956000,2816
128.960000,2367
128.964000,3072
128.968000,2371
128.972000,3072
128.976000,1855
128.980000,2816
128.984000,1599
128.988000,2816
128.992000,3641
128.996000,2816
129.000000,2612
129.004000,2816
129.008000,305
129.012000,2816
129.016000,1089
129.020000,3072
129.024000,2133
129.028000,3584
129.032000,2150
129.036000,3840
129.040000,380
129.044000,0
129.048000,2449
129.052000,256
129.056000,2698
129.060000,0
129.064000,3450
129.068000,3840
129.072000,2155
129.076000,3584
129.080000,3150
129.084000,2816
129.088000,2834
129.092000,2032
129.096000,1244
129.100000,1279
129.104000,1220
129.108000,1023
129.112000,4024
129.116000,1023
129.120000,2741
129.124000,1023
129.128000,2738
129.132000,1023
129.136000,3252
129.140000,1023
129.144000,4021
129.148000,1023
129.152000,1468
129.156000,1023
129.160000,2495
129.164000,1279
129.168000,3524
129.172000,1279
129.176000,1994
129.180000,1279
129.184000,4054
129.188000,1535
129.192000,983
129.196000,1535
129.200000,2014
129.204000,1535
129.208000,3809
129.212000,1791
129.216000,2035
129.220000,2063
129.224000,3131
129.228000,0
129.232000,2789
129.236000,3344
129.240000,3757
129.244000,1809
129.248000,3876
129.252000,3106
129.256000,3163
129.260000,3362
129.264000,1335
129.268000,2082
129.272000,713
129.276000,3601
129.280000,3578
129.284000,0
129.288000,559
129.292000,2048
129.296000,1273
129.300000,1791
129.304000,3537
129.308000,767
129.312000,631
129.316000,3327
129.320000,1299
129.324000,1519
129.328000,446
129.332000,1006
129.336000,968
129.340000,1518
129.344000,495
129.348000,2030
129.352000,2558
129.356000,2302
129.360000,263
129.364000,2303
129.368000,1548
129.372000,2303
129.376000,3601
129.380000,2559
129.384000,2844
129.388000,2815
129.392000,557
129.396000,3071
129.400000,2117
129.404000,3583
129.408000,1629
129.412000,3839
129.416000,1662
129.420000,255
129.424000,2718
129.428000,1023
129.432000,4037
129.436000,1535
129.440000,230
129.444000,2047
129.448000,3851
129.452000,2304
129.456000,1057
129.460000,2560
129.464000,1588
129.468000,2816
129.472000,67
129.476000,3072
129.480000,2123
129.484000,3328
129.488000,2899
129.492000,3328
129.496000,3411
129.500000,3328
129.504000,2131
129.508000,3328
129.512000,1614
129.516000,3072
129.520000,1100
129.524000,3072
129.528000,3408
129.532000,3328
129.536000,3677
129.540000,3584
129.544000,1395
129.548000,3840
129.552000,645
129.556000,0
129.560000,2966
129.564000,512
129.568000,2990
129.572000,768
129.576000,4016
129.580000,512
129.584000,673
129.588000,256
129.592000,401
129.596000,0
129.600000,2170
129.604000,3584
129.608000,2367
129.612000,2560
129.616000,1029
129.620000,1776
129.624000,4062
129.628000,1535
129.632000,1234
129.636000,1279
129.640000,4041
129.644000,1279
129.648000,3269
129.652000,1279
129.656000,4036
129.660000,1279
129.664000,1225
129.668000,1279
129.672000,1228
129.676000,1279
129.680000,3279
129.684000,1535
129.688000,1239
129.692000,1535
129.696000,3811
129.700000,1791
129.704000,1001
129.708000,1791
129.712000,3056
129.716000,2047
129.720000,2296
129.724000,2063
129.728000,517
129.732000,2048
129.736000,527
129.740000,2304
129.744000,823
129.748000,3584
129.752000,2493
129.756000,2576
129.760000,1929
129.764000,1297
129.768000,3103
129.772000,3106
129.776000,3680
129.780000,3618
129.784000,2388
129.788000,2850
129.792000,2
129.796000,786
129.800000,89
129.804000,1537
129.808000,380
129.812000,2816
129.816000,2589
129.820000,2304
129.824000,768
129.828000,1520
129.832000,434
129.836000,255
129.840000,1372
129.844000,2815
129.848000,1794
129.852000,1775
129.856000,3826
129.860000,2302
129.864000,3609
129.868000,2815
129.872000,2605
129.876000,3071
129.880000,822
129.884000,3071
129.888000,827
129.892000,3071
129.896000,3904
129.900000,3327
129.904000,2122
129.908000,3583
129.912000,2649
129.916000,3839
129.920000,367
129.924000,4095
129.928000,3464
129.932000,511
129.936000,1955
129.940000,767
129.944000,3265
129.948000,1535
129.952000,3814
129.956000,2047
129.960000,523
129.964000,2304
129.968000,3113
129.972000,2816
129.976000,3646
129.980000,3072
129.984000,3406
129.988000,3328
129.992000,1369
129.996000,3328
130.000000,2144
130.004000,3584
130.008000,3682
130.012000,3584
130.016000,3430
130.020000,3584
130.024000,2914
130.028000,3584
130.032000,2658
130.036000,3584
130.040000,349
130.044000,3328
130.048000,856
130.052000,3328
130.056000,3678
130.060000,3584
130.064000,624
130.068000,3840
130.072000,384
130.076000,0
130.080000,1169
130.084000,256
130.088000,2215
130.092000,768
130.096000,438
130.100000,768
130.104000,3761
130.108000,512
130.112000,414
130.116000,256
130.120000,3474
130.124000,0
130.128000,2160
130.132000,3328
130.136000,2094
130.140000,2304
130.144000,2048
130.148000,2032
130.152000,3051
130.156000,1791
130.160000,1759
130.164000,1535
130.168000,2015
130.172000,1535
130.176000,3041
130.180000,1791
130.184000,228
130.188000,1791
130.192000,1771
130.196000,1791
130.200000,2288
130.204000,2047
130.208000,499
130.212000,2047
130.216000,3
130.220000,2048
130.224000,2059
130.228000,2304
130.232000,1808
130.236000,2048
130.240000,3853
130.244000,2304
130.248000,3359
130.252000,2560
130.256000,3114
130.260000,2816
130.264000,2883
130.268000,3584
130.272000,3486
130.276000,1792
130.280000,1890
130.284000,1041
130.288000,1319
130.292000,3362
130.296000,3199
130.300000,290
130.304000,657
130.308000,3874
130.312000,1369
130.316000,2594
130.320000,2275
130.324000,17
130.328000,2063
130.332000,769
130.336000,130
130.340000,3840
130.344000,1651
130.348000,3328
130.352000,2868
130.356000,2032
130.360000,440
130.364000,4095
130.368000,3640
130.372000,2303
130.376000,3569
130.380000,2030
130.384000,3078
130.388000,2559
130.392000,2846
130.396000,2815
130.400000,294
130.404000,2815
130.408000,808
130.412000,2815
130.416000,2093
130.420000,3071
130.424000,3634
130.428000,3071
130.432000,3387
130.436000,3327
130.440000,3917
130.444000,3583
130.448000,609
130.452000,3839
130.456000,118
130.460000,255
130.464000,662
130.468000,767
130.472000,1981
130.476000,1279
130.480000,3041
130.484000,2047
130.488000,3848
130.492000,2304
130.496000,2597
130.500000,2816
130.504000,3131
130.508000,3072
130.512000,849
130.516000,3328
130.520000,3683
130.524000,3584
130.528000,1389
130.532000,3584
130.536000,1903
130.540000,3584
130.544000,2930
130.548000,3840
130.552000,2163
130.556000,3840
130.560000,1391
130.564000,3584
130.568000,621
130.572000,3584
130.576000,3686
130.580000,3584
130.584000,1386
130.588000,3584
130.592000,1395
130.596000,3840
130.600000,1159
130.604000,0
130.608000,399
130.612000,256
130.616000,3238
130.620000,768
130.624000,2237
130.628000,1024
130.632000,3261
130.636000,768
130.640000,3755
130.644000,512
130.648000,3230
130.652000,256
130.656000,2687
130.660000,3584
130.664000,3135
130.668000,2560
130.672000,267
130.676000,2032
130.680000,3822
130.684000,1791
130.688000,1247
130.692000,1535
130.696000,476
130.700000,1535
130.704000,3799
130.708000,1535
130.712000,471
130.716000,1535
130.720000,475
130.724000,1535
130.728000,2014
130.732000,1535
130.736000,3812
130.740000,1791
130.744000,2284
130.748000,2047
130.752000,2545
130.756000,2047
130.760000,3827
130.764000,2047
130.768000,505
130.772000,2047
130.776000,2816
130.780000,2048
130.784000,1800
130.788000,2048
130.792000,284
130.796000,2816
130.800000,2416
130.804000,1024
130.808000,811
130.812000,273
130.816000,504
130.820000,2849
130.824000,2659
130.828000,34
130.832000,652
130.836000,3874
130.840000,2643
130.844000,2594
130.848000,468
130.852000,3601
130.856000,3560
130.860000,3840
130.864000,3374
130.868000,2304
130.872000,2826
130.876000,2032
130.880000,2767
130.884000,767
130.888000,2676
130.892000,3327
130.896000,779
130.900000,1519
130.904000,3777
130.908000,1262
130.912000,2010
130.916000,1774
130.920000,2556
130.924000,2302
130.928000,3844
130.932000,2303
130.936000,780
130.940000,2303
130.944000,1804
130.948000,2303
130.952000,22
130.956000,2559
130.960000,3356
130.964000,2815
130.968000,3373
130.972000,3071
130.976000,1343
130.980000,3327
130.984000,1629
130.988000,3839
130.992000,1660
130.996000,255
131.000000,2206
131.004000,1023
131.008000,2753
131.012000,1535
131.016000,3043
131.020000,2047
131.024000,2563
131.028000,2304
131.032000,3098
131.036000,2560
131.040000,1833
131.044000,2560
131.048000,3634
131.052000,2816
131.056000,822
131.060000,2816
131.064000,1854
131.068000,2816
131.072000,830
131.076000,2816
131.080000,313
131.084000,2816
131.088000,3126
131.092000,2816
131.096000,2610
131.100000,2816
131.104000,3890
131.108000,2816
131.112000,1601
131.116000,3072
131.120000,2905
131.124000,3584
131.128000,2923
131.132000,3840
131.136000,639
131.140000,0
131.144000,2706
131.148000,256
131.152000,2701
131.156000,0
131.160000,2938
131.164000,3840
131.168000,2155
131.172000,3584
131.176000,1612
131.180000,2560
131.184000,3083
131.188000,1776
131.192000,1996
131.196000,1023
131.200000,949
131.204000,767
131.208000,1699
131.212000,511
131.216000,1437
131.220000,511
131.224000,1434
131.228000,511
131.232000,1693
131.236000,511
131.240000,1691
131.244000,511
131.248000,3490
131.252000,767
131.256000,165
131.260000,767
131.264000,1962
131.268000,767
131.272000,2736
131.276000,1023
131.280000,181
131.284000,1023
131.288000,184
131.292000,1023
131.296000,1980
131.300000,1023
131.304000,706
131.308000,1279
131.312000,1239
131.316000,1791
131.320000,1306
131.324000,3328
131.328000,3525
131.332000,2832
131.336000,2443
131.340000,1297
131.344000,2562
131.348000,2594
131.352000,3894
131.356000,2594
131.360000,2827
131.364000,1554
131.368000,1189
131.372000,3089
131.376000,2771
131.380000,3840
131.384000,2077
131.388000,2032
131.392000,1756
131.396000,1279
131.400000,3248
131.404000,255
131.408000,341
131.412000,2815
131.416000,3833
131.420000,1262
131.424000,2468
131.428000,750
131.432000,3504
131.436000,1262
131.440000,2261
131.444000,1774
131.448000,3554
131.452000,1774
131.456000,1255
131.460000,1774
131.464000,1516
131.468000,1774
131.472000,3569
131.476000,2030
131.480000,2554
131.484000,2302
131.488000,2825
131.492000,2559
131.496000,798
131.500000,2815
131.504000,56
131.508000,3327
131.512000,345
131.516000,3839
131.520000,119
131.524000,255
131.528000,922
131.532000,767
131.536000,1213
131.540000,1279
131.544000,3289
131.548000,1791
131.552000,3566
131.556000,2047
131.560000,3840
131.564000,2048
131.568000,2061
131.572000,2304
131.576000,3348
131.580000,2304
131.584000,23
131.588000,2304
131.592000,1820
131.596000,2304
131.600000,1313
131.604000,2304
131.608000,26
131.612000,2304
131.616000,24
131.620000,2304
131.624000,2330
131.628000,2560
131.632000,2343
131.636000,2816
131.640000,3641
131.644000,3072
131.648000,3662
131.652000,3328
131.656000,605
131.660000,3584
131.664000,1141
131.668000,3840
131.672000,2682
131.676000,3840
131.680000,2664
131.684000,3584
131.688000,2136
131.692000,3328
131.696000,577
131.700000,2560
131.704000,1802
131.708000,1520
131.712000,1986
131.716000,767
131.720000,931
131.724000,511
131.728000,3480
131.732000,511
131.736000,1425
131.740000,255
131.744000,907
131.748000,255
131.752000,909
131.756000,255
131.760000,1677
131.764000,255
131.768000,2961
131.772000,511
131.776000,662
131.780000,511
131.784000,2718
131.788000,767
131.792000,165
131.796000,767
131.800000,1963
131.804000,767
131.808000,2736
131.812000,1023
131.816000,4021
131.820000,1023
131.824000,1976
131.828000,1023
131.832000,969
131.836000,1535
131.840000,1792
131.844000,2816
131.848000,2713
131.852000,2064
131.856000,3431
131.860000,785
131.864000,3814
131.868000,2081
131.872000,2584
131.876000,2338
131.880000,4081
131.884000,1041
131.888000,1936
131.892000,2833
131.896000,1498
131.900000,3584
131.904000,271
131.908000,1520
131.912000,1230
131.916000,1279
131.920000,188
131.924000,511
131.928000,2670
131.932000,3327
131.936000,17
131.940000,1519
131.944000,4012
131.948000,494
131.952000,1180
131.956000,750
131.960000,1728
131.964000,1262
131.968000,983
131.972000,1518
131.976000,3552
131.980000,1774
131.984000,744
131.988000,1774
131.992000,3309
131.996000,2030
132.000000,1271
132.004000,2030
132.008000,1794
132.012000,2303
132.016000,28
132.020000,2815
132.024000,3381
132.028000,3327
132.032000,3925
132.036000,3839
132.040000,887
132.044000,255
132.048000,1949
132.052000,767
132.056000,2495
132.060000,1535
132.064000,990
132.068000,1791
132.072000,2289
132.076000,2063
132.080000,3338
132.084000,2304
132.088000,2589
132.092000,2560
132.096000,1575
132.100000,2560
132.104000,1070
132.108000,2560
132.112000,1068
132.116000,2560
132.120000,297
132.124000,2560
132.128000,1582
132.132000,2560
132.136000,300
132.140000,2560
132.144000,3882
132.148000,2560
132.152000,1577
132.156000,2560
132.160000,1076
132.164000,2816
132.168000,1094
132.172000,3072
132.176000,1621
132.180000,3328
132.184000,2664
132.188000,3840
132.192000,2172
132.196000,0
132.200000,1920
132.204000,3840
132.208000,1909
132.212000,3584
132.216000,2920
132.220000,3584
132.224000,89
132.228000,3072
132.232000,2857
132.236000,2048
132.240000,2529
132.244000,1535
132.248000,1220
132.252000,1023
132.256000,2740
132.260000,1023
132.264000,3508
132.268000,1023
132.272000,2738
132.276000,1023
132.280000,4020
132.284000,1023
132.288000,1208
132.292000,1023
132.296000,1981
132.300000,1023
132.304000,3265
132.308000,1279
132.312000,2764
132.316000,1535
132.320000,3798
132.324000,1535
132.328000,4055
132.332000,1535
132.336000,3036
132.340000,1791
132.344000,488
132.348000,1791
132.352000,1774
132.356000,1791
132.360000,2038
132.364000,2063
132.368000,1078
132.372000,3840
132.376000,3556
132.380000,3088
132.384000,426
132.388000,1809
132.392000,2093
132.396000,3362
132.400000,616
132.404000,3618
132.408000,3924
132.412000,2850
132.416000,2571
132.420000,1042
132.424000,2653
132.428000,1793
132.432000,2713
132.436000,3840
132.440000,357
132.444000,3328
132.448000,311
132.452000,2032
132.456000,2994
132.460000,4095
132.464000,310
132.468000,2031
132.472000,200
132.476000,1006
132.480000,3006
132.484000,1518
132.488000,2789
132.492000,2030
132.496000,1274
132.500000,2030
132.504000,1276
132.508000,2030
132.512000,1276
132.516000,2030
132.520000,3585
132.524000,2303
132.528000,3084
132.532000,2559
132.536000,3356
132.540000,2815
132.544000,2099
132.548000,3327
132.552000,589
132.556000,3583
132.560000,873
132.564000,4095
132.568000,1677
132.572000,511
132.576000,3248
132.580000,1279
132.584000,3799
132.588000,1791
132.592000,758
132.596000,2063
132.600000,3096
132.604000,2560
132.608000,2602
132.612000,2816
132.616000,2363
132.620000,3072
132.624000,67
132.628000,3072
132.632000,841
132.636000,3072
132.640000,1611
132.644000,3072
132.648000,2384
132.652000,3328
132.656000,1614
132.660000,3072
132.664000,331
132.668000,3072
132.672000,3142
132.676000,3072
132.680000,838
132.684000,3072
132.688000,80
132.692000,3328
132.696000,1893
132.700000,3584
132.704000,1141
132.708000,3840
132.712000,3721
132.716000,256
132.720000,2975
132.724000,512
132.728000,1187
132.732000,256
132.736000,1942
132.740000,0
132.744000,3980
132.748000,0
132.752000,3450
132.756000,3584
132.760000,329
132.764000,2560
132.768000,2831
132.772000,2032
132.776000,1766
132.780000,1535
132.784000,3801
132.788000,1535
132.792000,2772
132.796000,1535
132.800000,2001
132.804000,1279
132.808000,1740
132.812000,1279
132.816000,2769
132.820000,1535
132.824000,468
132.828000,1535
132.832000,475
132.836000,1535
132.840000,2014
132.844000,1535
132.848000,3811
132.852000,1791
132.856000,484
132.860000,1791
132.864000,3054
132.868000,2047
132.872000,2294
132.876000,2063
132.880000,2
132.884000,2048
132.888000,3348
132.892000,2560
132.896000,328
132.900000,0
132.904000,3559
132.908000,3344
132.912000,4033
132.916000,2337
132.920000,2894
132.924000,3874
132.928000,652
132.932000,34
132.936000,3952
132.940000,3106
132.944000,1298
132.948000,786
132.952000,594
132.956000,1281
132.960000,3189
132.964000,3072
132.968000,308
132.972000,2560
132.976000,2832
132.980000,1776
132.984000,1200
132.988000,4095
132.992000,3906
132.996000,2303
133.000000,1499
133.004000,1262
133.008000,1237
133.012000,1774
133.016000,511
133.020000,2302
133.024000,3086
133.028000,2559
133.032000,280
133.036000,2559
133.040000,1561
133.044000,2559
133.048000,1317
133.052000,2815
133.056000,2862
133.060000,3071
133.064000,2874
133.068000,3327
133.072000,589
133.076000,3583
133.080000,3943
133.084000,4095
133.088000,3718
133.092000,511
133.096000,1450
133.100000,1023
133.104000,1998
133.108000,1535
133.112000,4080
133.116000,2063
133.120000,2581
133.124000,2560
133.128000,815
133.132000,2816
133.136000,67
133.140000,3072
133.144000,3408
133.148000,3328
133.152000,345
133.156000,3328
133.160000,347
133.164000,3328
133.168000,347
133.172000,3328
133.176000,345
133.180000,3328
133.184000,89
133.188000,3328
133.192000,3413
133.196000,3328
133.200000,341
133.204000,3328
133.208000,1376
133.212000,3584
133.216000,2168
133.220000,0
133.224000,1925
133.228000,0
133.232000,410
133.236000,512
133.240000,436
133.244000,768
133.248000,948
133.252000,512
133.256000,3998
133.260000,256
133.264000,1938
133.268000,0
133.272000,640
133.276000,3584
133.280000,3915
133.284000,2560
133.288000,1546
133.292000,1776
133.296000,3807
133.300000,1535
133.304000,718
133.308000,1279
133.312000,714
133.316000,1279
133.320000,457
133.324000,1279
133.328000,1226
133.332000,1279
133.336000,1230
133.340000,1279
133.344000,2510
133.348000,1535
133.352000,3282
133.356000,1535
133.360000,1751
133.364000,1535
133.368000,3043
133.372000,1791
133.376000,3812
133.380000,1791
133.384000,1000
133.388000,1791
133.392000,2284
133.396000,2047
133.400000,3571
133.404000,2047
133.408000,1792
133.412000,2048
133.416000,3630
133.420000,3584
133.424000,187
133.428000,2576
133.432000,145
133.436000,1553
133.440000,2844
133.444000,3106
133.448000,3422
133.452000,3618
133.456000,1360
133.460000,2594
133.464000,4094
133.468000,785
133.472000,3412
133.476000,1537
133.480000,1148
133.484000,2816
133.488000,3876
133.492000,2304
133.496000,3843
133.500000,1520
133.504000,3237
133.508000,4095
133.512000,1090
133.516000,2303
133.520000,735
133.524000,1262
133.528000,3282
133.532000,1774
133.536000,3321
133.540000,2302
133.544000,1548
133.548000,2303
133.552000,2833
133.556000,2559
133.560000,20
133.564000,2559
133.568000,2075
133.572000,2815
133.576000,35
133.580000,2815
133.584000,1843
133.588000,3071
133.592000,3402
133.596000,3583
133.600000,1633
133.604000,3839
133.608000,379
133.612000,255
133.616000,923
133.620000,767
133.624000,2492
133.628000,1535
133.632000,2527
133.636000,2047
133.640000,2050
133.644000,2304
133.648000,3356
133.652000,2560
133.656000,1834
133.660000,2560
133.664000,1078
133.668000,2816
133.672000,2879
133.676000,3072
133.680000,3651
133.684000,3072
133.688000,1859
133.692000,2816
133.696000,1855
133.700000,2816
133.704000,1087
133.708000,2816
133.712000,3899
133.716000,2816
133.720000,3636
133.724000,2816
133.728000,3646
133.732000,3072
133.736000,2131
133.740000,3584
133.744000,2154
133.748000,3840
133.752000,3450
133.756000,0
133.760000,402
133.764000,256
133.768000,406
133.772000,0
133.776000,3967
133.780000,3840
133.784000,626
133.788000,3584
133.792000,3163
133.796000,3072
133.800000,3367
133.804000,2048
133.808000,735
133.812000,1279
133.816000,1978
133.820000,767
133.824000,2727
133.828000,767
133.832000,1696
133.836000,511
133.840000,3736
133.844000,511
133.848000,150
133.852000,511
133.856000,920
133.860000,511
133.864000,3493
133.868000,767
133.872000,935
133.876000,767
133.880000,1448
133.884000,767
133.888000,3504
133.892000,1023
133.896000,1461
133.900000,1023
133.904000,2495
133.908000,1279
133.912000,452
133.916000,1279
133.920000,2766
133.924000,1535
133.928000,988
133.932000,1791
133.936000,1546
133.940000,2816
133.944000,2701
133.948000,1792
133.952000,1889
133.956000,785
133.960000,1285
133.964000,2594
133.968000,2891
133.972000,3362
133.976000,3900
133.980000,2338
133.984000,1766
133.988000,273
133.992000,570
133.996000,1025
134.000000,1120
134.004000,2304
134.008000,2058
134.012000,2304
134.016000,1551
134.020000,1776
134.024000,2490
134.028000,255
134.032000,1866
134.036000,2303
134.040000,3283
134.044000,1006
134.048000,2995
134.052000,1262
134.056000,213
134.060000,1774
134.064000,3569
134.068000,2030
134.072000,759
134.076000,2030
134.080000,1274
134.084000,2030
134.088000,2556
134.092000,2302
134.096000,3593
134.100000,2559
134.104000,2334
134.108000,2815
134.112000,2600
134.116000,3071
134.120000,2111
134.124000,3583
134.128000,3684
134.132000,4095
134.136000,2948
134.140000,511
134.144000,3493
134.148000,1023
134.152000,969
134.156000,1535
134.160000,1006
134.164000,2047
134.168000,3082
134.172000,2304
134.176000,3357
134.180000,2560
134.184000,1836
134.188000,2560
134.192000,1590
134.196000,2816
134.200000,3137
134.204000,3072
134.208000,2884
134.212000,3072
134.216000,1859
134.220000,2816
134.224000,1854
134.228000,2816
134.232000,2367
134.236000,3072
134.240000,828
134.244000,2816
134.248000,1596
134.252000,2816
134.256000,3134
134.260000,3072
134.264000,334
134.268000,3328
134.272000,3680
134.276000,3584
134.280000,2160
134.284000,0
134.288000,3212
134.292000,256
134.296000,3737
134.300000,256
134.304000,399
134.308000,0
134.312000,1924
134.316000,3840
134.320000,2933
134.324000,3584
134.328000,331
134.332000,2560
134.336000,778
134.340000,1776
134.344000,3291
134.348000,1535
134.352000,719
134.356000,1279
134.360000,3271
134.364000,1279
134.368000,1986
134.372000,1023
134.376000,2751
